MediCrush1017.xlsx - Sheet1
Drug ;Dose Form;Comment;RPH1;Date ;Reference;Available in liquid form;Gastric Feeding Tube (Recommendation) ;Volume to Mix;Time (minutes);Volume to Rinse; Jejunal Feeding Tube (Recommendation);Volume to Mix;Time (minutes);Volume to Rinse
Potassium chloride;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;;Solution available;Use Solution;-;-;-;Use solution;-;-;-
Aspirin;Chewable Tablet;Tablet may be crushed or split ;HN;8/15/2025;;No;Dissolve well;10;1;10;Dissolve well;10;1;10
Aspirin ;EC Tablet;Tablet should be take as a whole not chewed or broken apart;HN;8/15/2025;;No;Dissolve well;10;1;10;Dissolve well;10;1;10
Pravachol;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/019898s070lbl.pdf;No;Poorly soluble, require extra rinsing, need acid for dissolution;10;2;20;Poorly soluble, require extra rinsing, need acid for dissolution;10;2;20
Pravastatin;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/019898s070lbl.pdf;No;Poorly soluble, require extra rinsing, need acid for dissolution;10;2;20;Poorly soluble, require extra rinsing, need acid for dissolution;10;2;20
Zyloprim;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/016084s048s051s052lbl.pdf;No;Data not available;;;;Data not available;;;
Allopurinol;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/016084s048s051s052lbl.pdf;No;Dissolves well, leaves residue that ppt quickly;10;1;20;Dissolves well, leaves residue that ppt quickly;10;1;20
Celexa;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020822s055lbl.pdf;Oral solutio available;Dissolves quickly;10;2;10;Dissolves quickly;10;2;10
Citalopram;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/020822s055lbl.pdf;Oral solutio available;Dissolves quickly;10;2;10;Dissolves quickly;10;2;10
Xanax;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018276s059lbl.pdf;No;Data not available;;;;Data not available;;;
Alprazolam;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018276s059lbl.pdf;No;Data not available;;;;Data not available;;;
Certirizine;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218895;Solution available;Dissolves quickly;10;1;10;Dissolves quickly;10;1;10
Venlafaxine;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/076690s020lbl.pdf;No;Dissolves quickly;10;3;10;Dissolves quickly;10;3;10
Cyclobenzaprine;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/017821s051lbl.pdf;No;Dissolve readily;10;1;10;Dissolve readily;10;1;10
Hydroxyzine;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010392;Syrup available;Poor dissolution, mix and frequent rinse;-;-;-;Use Syrup;-;-;-
Plavix;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020839s078lbl.pdf;No;Dissolves, requires gastric administration;10;2;20;Not For Jejunal FT;-;-;-
Clopidogrel;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020839s078lbl.pdf;No;Dissolves, requires gastric administration;10;2;20;Not For Jejunal FT;-;-;-
Famotidine;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;8/15/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019462s040lbl.pdf;Oral Powder Suspension available;tablet dissolve quickly;10;1;10;tablet dissolve quickly;10;1;10
Spironolactone;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/012151s079lbl.pdf;No;Slow to dissolve, extra rinse needed ;10;2;20;Slow to dissolve, extra rinse needed ;10;2;20
Aldactone;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/012151s079lbl.pdf;No;Data not available;;;;Data not available;;;
Prinzide;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/019778s049lbl.pdf;No;Data not available;;;;Data not available;;;
Hydrochlrothiazide (HTCZ)/lisinopril;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/019778s049lbl.pdf;No;Not for Feeding Tube;-;-;-;Not for Feeding Tube;-;-;-
Buspar;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/018731s051lbl.pdf;No;Quickly dissolve;10;1;10;Quickly dissolve;10;1;10
Buspirone;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/018731s051lbl.pdf;No;Quickly dissolve;10;1;10;Quickly dissolve;10;1;10
Tramadol;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020281s040lbl.pdf;No;Data not available;;;;Data not available;;;
Ultram;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020281s040lbl.pdf;No;Data not available;;;;Data not available;;;
Jardiance;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204629s040lbl.pdf;No;Data not available;;;;Data not available;;;
Empagliflozin;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204629s040lbl.pdf;No;Data not available;;;;Data not available;;;
Xanax;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018276s059lbl.pdf;No;Data not available;;;;Data not available;;;
Clonazepam;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018276s059lbl.pdf;No;Data not available;;;;Data not available;;;
Oxycodone;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=20bb6bb4-230a-c9c2-01d8-a6e9341e96ba;Oral solution;Data not available;;;;Data not available;;;
Ondansetron;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/020103s039,020605s023,020781s023lbl.pdf;Injectable solution available;Use tablet;10;1;10;Use tablet;10;1;10
Zofran ;Disintegrating tablet;IMMEDIATELY place the ZOFRAN ODT orally disintegrating tablet on top of the tongue where it will dissolve in seconds, then swallow with saliva. Administration with liquid is not necessary.;HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/020103s039,020605s023,020781s023lbl.pdf;Injectable solution available;Not for Feeding Tube;-;-;-;Not for Feeding Tube;-;-;-
Ondansetron ;Disintegrating tablet;IMMEDIATELY place the ZOFRAN ODT orally disintegrating tablet on top of the tongue where it will dissolve in seconds, then swallow with saliva. Administration with liquid is not necessary.;HN;9/18/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/020103s039,020605s023,020781s023lbl.pdf;Injectable solution available;Not for Feeding Tube;-;-;-;Not for Feeding Tube;-;-;-
